Cast % (All)
 on 20015482 == -0.7s
 on 20000453 == -0.7s
 on 20001921 == -0.7s
 on 20001921 == -0.7s
 on 20015487 == -0.7s
 on 20006991 == -0.7s
 on 20015491 == -0.7s
 on 20006985 == -0.7s
 on 20008499 == -0.7s
 on 20009971 == -0.7s
 on 20006973 == -0.7s
 on 20006961 == -0.7s
 on 20006958 == -0.7s
 on 20006932 == -0.7s
 on 20008495 == -0.7s
 on 20006910 == -0.7s
 on 20000458 == -0.7s
 on 20000458 == -0.7s
 on 20014965 == -0.7s
 on 20002921 == -0.7s
 on 20008976 == -0.7s
 on 20008450 == -0.7s
 on 20014957 == -0.7s
 on 20000432 == -0.7s
 on 20001950 == -0.7s
 on 20006485 == -0.7s
 on 20001959 == -0.7s
 on 20007489 == -0.7s
 on 20007475 == -0.7s
 on 20002484 == -0.7s
 on 20007473 == -0.7s
 on 20008995 == -0.7s
 on 20018493 == -0.7s
 on 20009401 == -0.7s
 on 20007900 == -0.7s
 on 20015427 == -0.7s
 on 20007901 == -0.7s
 on 20007925 == -0.7s
 on 20007931 == -0.7s
 on 20007433 == -0.7s
 on 20015463 == -0.7s
 on 20007939 == -0.7s
 on 20007433 == -0.7s
 on 20009471 == -0.7s
 on 20007424 == -0.7s
 on 20010935 == -0.7s
 on 20007419 == -0.7s
 on 20007941 == -0.7s
 on 20007401 == -0.7s
 on 20007943 == -0.7s
 on 20014954 == -0.7s
 on 20008455 == -0.7s
 on 20007488 == -0.7s
 on 20008422 == -0.7s
 on 20006411 == -0.7s
 on 20015929 == -0.7s
 on 20006411 == -0.7s
 on 20008409 == -0.7s
 on 20014902 == -0.7s
 on 20002950 == -0.7s
 on 20010482 == -0.7s
 on 20002980 == -0.7s
 on 20015948 == -0.7s
 on 20002420 == -0.7s
 on 20002986 == -0.7s
 on 20008402 == -0.7s
 on 20002418 == -0.7s
 on 20002410 == -0.7s
 on 20010451 == -0.7s
 on 20002988 == -0.7s
 on 20010463 == -0.7s
 on 20006419 == -0.7s
 on 20010458 == -0.7s
 on 20015966 == -0.7s
 on 20008439 == -0.7s
 on 20007951 == -0.7s
 on 20006469 == -0.7s
 on 20010926 == -0.7s
 on 20015921 == -0.7s
 on 20015967 == -0.7s
 on 20015960 == -0.7s
 on 20006440 == -0.7s
 on 20008443 == -0.7s
 on 20007994 == -0.7s
 on 20010921 == -0.7s
 on 20015966 == -0.7s
 on 20006469 == -0.7s
 on 20015966 == -0.7s
 on 20012972 == -0.6s
 on 20007930 == -0.6s
 on 20003488 == -0.6s
 on 20003469 == -0.6s
 on 20007998 == -0.6s
 on 20002462 == -0.6s
 on 20003911 == -0.6s
 on 20012972 == -0.6s
 on 20003974 == -0.6s
 on 20012939 == -0.6s
 on 20003912 == -0.6s
 on 20008453 == -0.6s
 on 20003991 == -0.6s
 on 20012479 == -0.6s
 on 20012467 == -0.6s
 on 20008496 == -0.6s
 on 20003995 == -0.6s
 on 20012486 == -0.6s
 on 20003913 == -0.6s
 on 20008901 == -0.6s
 on 20003998 == -0.6s
 on 20008420 == -0.6s
 on 20008445 == -0.6s
 on 20007955 == -0.6s
 on 20012918 == -0.6s
 on 20012933 == -0.6s
 on 20008922 == -0.6s
 on 20001430 == -0.6s
 on 20012431 == -0.6s
 on 20006439 == -0.6s
 on 20005429 == -0.6s
 on 20005417 == -0.6s
 on 20006428 == -0.6s
 on 20006428 == -0.6s
 on 20011468 == -0.6s
 on 20005404 == -0.6s
 on 20004982 == -0.6s
 on 20010436 == -0.6s
 on 20011497 == -0.6s
 on 20006443 == -0.6s
 on 20006447 == -0.6s
 on 20004973 == -0.6s
 on 20001451 == -0.6s
 on 20001448 == -0.6s
 on 20005440 == -0.6s
 on 20002982 == -0.6s
 on 20007485 == -0.6s
 on 20005489 == -0.6s
 on 20010978 == -0.6s
 on 20010914 == -0.6s
 on 20010900 == -0.6s
 on 20005498 == -0.6s
 on 20005993 == -0.6s
 on 20010484 == -0.6s
 on 20001498 == -0.6s
 on 20010445 == -0.6s
 on 20005479 == -0.6s
 on 20010474 == -0.6s
 on 20010463 == -0.6s
 on 20010455 == -0.6s
 on 20010449 == -0.6s
 on 20010447 == -0.6s
 on 20001445 == -0.6s
 on 20006477 == -0.6s
 on 20004947 == -0.6s
 on 20004412 == -0.6s
 on 20011967 == -0.6s
 on 20001972 == -0.6s
 on 20001981 == -0.6s
 on 20009470 == -0.6s
 on 20009447 == -0.6s
 on 20009443 == -0.6s
 on 20001405 == -0.6s
 on 20002933 == -0.6s
 on 20001402 == -0.6s
 on 20007463 == -0.6s
 on 20009417 == -0.6s
 on 20007468 == -0.6s
 on 20012422 == -0.6s
 on 20008989 == -0.6s
 on 20011966 == -0.6s
 on 20001946 == -0.6s
 on 20001938 == -0.6s
 on 20011964 == -0.6s
 on 20009905 == -0.6s
 on 20009909 == -0.6s
 on 20004477 == -0.6s
 on 20006990 == -0.6s
 on 20009968 == -0.6s
 on 20006965 == -0.6s
 on 20003451 == -0.6s
 on 20006940 == -0.6s
 on 20006916 == -0.6s
 on 20009995 == -0.6s
 on 20002904 == -0.6s
 on 20004907 == -0.6s
 on 20004925 == -0.6s
 on 20007976 == -0.6s
 on 20018495 == -0.6s
 on 20018074 == -0.6s
 on 20013901 == -0.6s
 on 20014967 == -0.6s
 on 20013978 == -0.6s
 on 20013904 == -0.6s
 on 20018141 == -0.6s
 on 20018270 == -0.6s
 on 20018068 == -0.6s
 on 20018068 == -0.6s
 on 20014499 == -0.6s
 on 20015496 == -0.6s
 on 20000958 == -0.6s
 on 20018247 == -0.6s
 on 20018490 == -0.6s
 on 20018473 == -0.6s
 on 20018231 == -0.6s
 on 20015475 == -0.6s
 on 20015473 == -0.6s
 on 20018220 == -0.6s
 on 20018276 == -0.6s
 on 20014496 == -0.6s
 on 20014926 == -0.6s
 on 20018167 == -0.6s
 on 20015931 == -0.6s
 on 20018120 == -0.6s
 on 20013430 == -0.6s
 on 20013443 == -0.6s
 on 20013443 == -0.6s
 on 20013445 == -0.6s
 on 20013460 == -0.6s
 on 20013462 == -0.6s
 on 20014966 == -0.6s
 on 20013499 == -0.6s
 on 20014930 == -0.6s
 on 20015947 == -0.6s
 on 20015956 == -0.6s
 on 20018125 == -0.6s
 on 20000938 == -0.6s
 on 20000427 == -0.6s
 on 20000996 == -0.6s
 on 20000987 == -0.6s
 on 20000407 == -0.6s
 on 20018213 == -0.6s
 on 20018215 == -0.6s
 on 20018204 == -0.6s
 on 20018021 == -0.6s
 on 20018397 == -0.6s
 on 20015419 == -0.6s
 on 20018194 == -0.6s
 on 20015431 == -0.6s
 on 20018340 == -0.6s
 on 20018414 == -0.6s
 on 20015401 == -0.6s
 on 20015434 == -0.6s
 on 20015435 == -0.6s
 on 20015463 == -0.6s
 on 20018323 == -0.6s
 on 20014457 == -0.6s
 on 20014477 == -0.6s
 on 20006493 == -0.5s
 on 20006440 == -0.5s
 on 20013831 == -0.5s
 on 20017965 == -0.5s
 on 20017703 == -0.5s
 on 20001415 == -0.5s
 on 20017636 == -0.5s
 on 20004821 == -0.5s
 on 20008470 == -0.5s
 on 20013813 == -0.5s
 on 20013811 == -0.5s
 on 20017572 == -0.5s
 on 20009873 == -0.5s
 on 20000957 == -0.5s
 on 20011973 == -0.5s
 on 20008802 == -0.5s
 on 20009867 == -0.5s
 on 20017554 == -0.5s
 on 20009851 == -0.5s
 on 20006848 == -0.5s
 on 20017904 == -0.5s
 on 20009812 == -0.5s
 on 20010805 == -0.5s
 on 20001985 == -0.5s
 on 20002945 == -0.5s
 on 20011978 == -0.5s
 on 20013965 == -0.5s
 on 20006865 == -0.5s
 on 20013868 == -0.5s
 on 20010820 == -0.5s
 on 20001436 == -0.5s
 on 20017678 == -0.5s
 on 20006465 == -0.5s
 on 20008828 == -0.5s
 on 20008838 == -0.5s
 on 20011459 == -0.5s
 on 20008955 == -0.5s
 on 20008963 == -0.5s
 on 20014378 == -0.5s
 on 20015385 == -0.5s
 on 20004321 == -0.5s
 on 20015378 == -0.5s
 on 20014441 == -0.5s
 on 20011402 == -0.5s
 on 20008981 == -0.5s
 on 20003449 == -0.5s
 on 20001968 == -0.5s
 on 20005471 == -0.5s
 on 20011384 == -0.5s
 on 20015363 == -0.5s
 on 20017765 == -0.5s
 on 20004356 == -0.5s
 on 20005333 == -0.5s
 on 20004339 == -0.5s
 on 20001967 == -0.5s
 on 20003400 == -0.5s
 on 20009322 == -0.5s
 on 20005357 == -0.5s
 on 20009308 == -0.5s
 on 20011335 == -0.5s
 on 20002906 == -0.5s
 on 20005477 == -0.5s
 on 20005478 == -0.5s
 on 20011469 == -0.5s
 on 20017612 == -0.5s
 on 20011832 == -0.5s
 on 20009359 == -0.5s
 on 20017962 == -0.5s
 on 20011867 == -0.5s
 on 20008859 == -0.5s
 on 20011859 == -0.5s
 on 20011857 == -0.5s
 on 20008863 == -0.5s
 on 20009960 == -0.5s
 on 20004317 == -0.5s
 on 20008871 == -0.5s
 on 20009350 == -0.5s
 on 20017755 == -0.5s
 on 20010865 == -0.5s
 on 20017600 == -0.5s
 on 20009329 == -0.5s
 on 20005960 == -0.5s
 on 20011808 == -0.5s
 on 20001925 == -0.5s
 on 20005973 == -0.5s
 on 20015482 == -0.5s
 on 20015478 == -0.5s
 on 20001438 == -0.5s
 on 20003488 == -0.5s
 on 20008941 == -0.5s
 on 20001459 == -0.5s
 on 20008943 == -0.5s
 on 20000839 == -0.5s
 on 20004875 == -0.5s
 on 20001469 == -0.5s
 on 20005492 == -0.5s
 on 20014858 == -0.5s
 on 20010438 == -0.5s
 on 20012949 == -0.5s
 on 20013339 == -0.5s
 on 20012940 == -0.5s
 on 20013346 == -0.5s
 on 20014858 == -0.5s
 on 20017996 == -0.5s
 on 20017798 == -0.5s
 on 20012930 == -0.5s
 on 20009398 == -0.5s
 on 20000328 == -0.5s
 on 20013360 == -0.5s
 on 20014839 == -0.5s
 on 20015318 == -0.5s
 on 20012894 == -0.5s
 on 20012872 == -0.5s
 on 20002933 == -0.5s
 on 20015309 == -0.5s
 on 20014825 == -0.5s
 on 20014820 == -0.5s
 on 20001492 == -0.5s
 on 20015304 == -0.5s
 on 20001485 == -0.5s
 on 20010482 == -0.5s
 on 20010436 == -0.5s
 on 20000323 == -0.5s
 on 20018319 == -0.5s
 on 20018001 == -0.5s
 on 20010331 == -0.5s
 on 20017699 == -0.5s
 on 20003301 == -0.5s
 on 20007375 == -0.5s
 on 20009431 == -0.5s
 on 20007399 == -0.5s
 on 20015360 == -0.5s
 on 20003337 == -0.5s
 on 20005419 == -0.5s
 on 20007416 == -0.5s
 on 20007428 == -0.5s
 on 20003381 == -0.5s
 on 20006422 == -0.5s
 on 20014912 == -0.5s
 on 20017591 == -0.5s
 on 20004999 == -0.5s
 on 20001307 == -0.5s
 on 20014903 == -0.5s
 on 20001317 == -0.5s
 on 20005421 == -0.5s
 on 20007477 == -0.5s
 on 20018006 == -0.5s
 on 20003820 == -0.5s
 on 20014867 == -0.5s
 on 20003822 == -0.5s
 on 20000913 == -0.5s
 on 20007885 == -0.5s
 on 20001837 == -0.5s
 on 20002839 == -0.5s
 on 20004919 == -0.5s
 on 20004911 == -0.5s
 on 20012405 == -0.5s
 on 20012394 == -0.5s
 on 20018172 == -0.5s
 on 20018183 == -0.5s
 on 20006949 == -0.5s
 on 20008374 == -0.5s
 on 20008380 == -0.5s
 on 20014968 == -0.5s
 on 20001478 == -0.5s
 on 20012311 == -0.5s
 on 20005876 == -0.5s
 on 20011307 == -0.5s
 on 20008410 == -0.5s
 on 20004874 == -0.5s
 on 20018433 == -0.5s
 on 20018426 == -0.5s
 on 20005886 == -0.5s
 on 20018399 == -0.5s
 on 20018346 == -0.5s
 on 20018341 == -0.5s
 on 20006921 == -0.5s
 on 20005326 == -0.5s
 on 20006907 == -0.5s
 on 20012410 == -0.5s
 on 20005308 == -0.5s
 on 20018152 == -0.5s
 on 20013378 == -0.5s
 on 20003844 == -0.5s
 on 20003845 == -0.5s
 on 20007909 == -0.5s
 on 20017599 == -0.5s
 on 20007937 == -0.5s
 on 20000412 == -0.5s
 on 20000414 == -0.5s
 on 20000465 == -0.5s
 on 20015986 == -0.5s
 on 20015941 == -0.5s
 on 20013371 == -0.5s
 on 20013379 == -0.5s
 on 20012424 == -0.5s
 on 20012494 == -0.5s
 on 20015893 == -0.5s
 on 20015892 == -0.5s
 on 20007983 == -0.5s
 on 20018114 == -0.5s
 on 20018136 == -0.5s
 on 20002433 == -0.5s
 on 20006395 == -0.5s
 on 20004943 == -0.5s
 on 20004942 == -0.5s
 on 20004940 == -0.5s
 on 20005433 == -0.5s
 on 20009325 == -0.4s
 on 20017914 == -0.4s
 on 20000807 == -0.4s
 on 20010312 == -0.4s
 on 20010308 == -0.4s
 on 20017992 == -0.4s
 on 20017988 == -0.4s
 on 20001840 == -0.4s
 on 20001853 == -0.4s
 on 20001855 == -0.4s
 on 20001857 == -0.4s
 on 20001858 == -0.4s
 on 20001876 == -0.4s
 on 20001879 == -0.4s
 on 20001898 == -0.4s
 on 20000811 == -0.4s
 on 20005390 == -0.4s
 on 20017756 == -0.4s
 on 20000803 == -0.4s
 on 20017982 == -0.4s
 on 20009880 == -0.4s
 on 20009879 == -0.4s
 on 20009876 == -0.4s
 on 20009871 == -0.4s
 on 20009817 == -0.4s
 on 20009802 == -0.4s
 on 20017753 == -0.4s
 on 20017961 == -0.4s
 on 20017953 == -0.4s
 on 20017755 == -0.4s
 on 20017926 == -0.4s
 on 20000805 == -0.4s
 on 20008868 == -0.4s
 on 20015330 == -0.4s
 on 20000385 == -0.4s
 on 20002832 == -0.4s
 on 20007848 == -0.4s
 on 20007854 == -0.4s
 on 20007868 == -0.4s
 on 20007871 == -0.4s
 on 20007872 == -0.4s
 on 20007876 == -0.4s
 on 20007887 == -0.4s
 on 20000371 == -0.4s
 on 20002850 == -0.4s
 on 20015895 == -0.4s
 on 20007825 == -0.4s
 on 20002862 == -0.4s
 on 20015872 == -0.4s
 on 20015862 == -0.4s
 on 20015848 == -0.4s
 on 20015818 == -0.4s
 on 20017832 == -0.4s
 on 20002396 == -0.4s
 on 20017860 == -0.4s
 on 20005303 == -0.4s
 on 20005309 == -0.4s
 on 20002819 == -0.4s
 on 20007810 == -0.4s
 on 20008306 == -0.4s
 on 20000300 == -0.4s
 on 20007339 == -0.4s
 on 20007365 == -0.4s
 on 20007379 == -0.4s
 on 20007339 == -0.4s
 on 20003349 == -0.4s
 on 20003366 == -0.4s
 on 20007312 == -0.4s
 on 20003393 == -0.4s
 on 20017770 == -0.4s
 on 20017772 == -0.4s
 on 20000301 == -0.4s
 on 20007803 == -0.4s
 on 20000303 == -0.4s
 on 20017777 == -0.4s
 on 20017777 == -0.4s
 on 20003334 == -0.4s
 on 20003331 == -0.4s
 on 20003331 == -0.4s
 on 20000327 == -0.4s
 on 20000333 == -0.4s
 on 20017799 == -0.4s
 on 20017819 == -0.4s
 on 20005310 == -0.4s
 on 20008339 == -0.4s
 on 20009394 == -0.4s
 on 20002881 == -0.4s
 on 20008885 == -0.4s
 on 20008885 == -0.4s
 on 20006811 == -0.4s
 on 20015384 == -0.4s
 on 20015376 == -0.4s
 on 20015371 == -0.4s
 on 20015370 == -0.4s
 on 20005330 == -0.4s
 on 20015362 == -0.4s
 on 20005344 == -0.4s
 on 20017879 == -0.4s
 on 20008877 == -0.4s
 on 20009320 == -0.4s
 on 20009323 == -0.4s
 on 20005360 == -0.4s
 on 20009356 == -0.4s
 on 20009375 == -0.4s
 on 20005368 == -0.4s
 on 20009384 == -0.4s
 on 20009385 == -0.4s
 on 20009390 == -0.4s
 on 20005385 == -0.4s
 on 20008877 == -0.4s
 on 20010349 == -0.4s
 on 20008380 == -0.4s
 on 20002356 == -0.4s
 on 20005317 == -0.4s
 on 20004892 == -0.4s
 on 20004865 == -0.4s
 on 20004850 == -0.4s
 on 20006895 == -0.4s
 on 20004837 == -0.4s
 on 20006889 == -0.4s
 on 20004802 == -0.4s
 on 20002369 == -0.4s
 on 20002362 == -0.4s
 on 20002340 == -0.4s
 on 20008863 == -0.4s
 on 20006869 == -0.4s
 on 20006848 == -0.4s
 on 20002334 == -0.4s
 on 20006848 == -0.4s
 on 20008806 == -0.4s
 on 20008820 == -0.4s
 on 20008823 == -0.4s
 on 20008826 == -0.4s
 on 20006831 == -0.4s
 on 20008840 == -0.4s
 on 20010349 == -0.4s
 on 20007342 == -0.4s
 on 20000891 == -0.4s
 on 20005801 == -0.4s
 on 20000855 == -0.4s
 on 20000855 == -0.4s
 on 20000853 == -0.4s
 on 20014361 == -0.4s
 on 20017617 == -0.4s
 on 20014338 == -0.4s
 on 20001323 == -0.4s
 on 20014311 == -0.4s
 on 20000825 == -0.4s
 on 20003842 == -0.4s
 on 20004310 == -0.4s
 on 20012334 == -0.4s
 on 20004335 == -0.4s
 on 20017501 == -0.4s
 on 20003839 == -0.4s
 on 20004359 == -0.4s
 on 20017683 == -0.4s
 on 20017502 == -0.4s
 on 20012806 == -0.4s
 on 20010863 == -0.4s
 on 20010855 == -0.4s
 on 20005858 == -0.4s
 on 20010843 == -0.4s
 on 20012847 == -0.4s
 on 20011825 == -0.4s
 on 20000873 == -0.4s
 on 20001323 == -0.4s
 on 20010820 == -0.4s
 on 20014385 == -0.4s
 on 20011376 == -0.4s
 on 20011375 == -0.4s
 on 20005847 == -0.4s
 on 20005838 == -0.4s
 on 20011365 == -0.4s
 on 20013800 == -0.4s
 on 20011343 == -0.4s
 on 20011378 == -0.4s
 on 20011322 == -0.4s
 on 20013807 == -0.4s
 on 20011383 == -0.4s
 on 20012372 == -0.4s
 on 20011383 == -0.4s
 on 20011385 == -0.4s
 on 20013386 == -0.4s
 on 20013381 == -0.4s
 on 20011392 == -0.4s
 on 20001367 == -0.4s
 on 20011399 == -0.4s
 on 20001346 == -0.4s
 on 20013872 == -0.4s
 on 20005816 == -0.4s
 on 20005802 == -0.4s
 on 20017658 == -0.4s
 on 20017678 == -0.4s
 on 20001378 == -0.4s
 on 20017515 == -0.4s
 on 20017573 == -0.4s
 on 20013322 == -0.4s
 on 20013849 == -0.4s
 on 20006352 == -0.4s
 on 20011882 == -0.4s
 on 20011890 == -0.4s
 on 20013330 == -0.4s
 on 20006377 == -0.4s
 on 20013328 == -0.4s
 on 20014848 == -0.4s
 on 20006398 == -0.4s
 on 20012869 == -0.4s
 on 20013358 == -0.4s
 on 20013309 == -0.4s
 on 20013895 == -0.4s
 on 20017588 == -0.4s
 on 20003812 == -0.4s
 on 20014830 == -0.4s
 on 20013897 == -0.4s
 on 20014807 == -0.4s
 on 20014809 == -0.4s
 on 20001323 == -0.4s
 on 20013356 == -0.4s
 on 20004374 == -0.4s
 on 20006342 == -0.4s
 on 20003329 == -0.4s
 on 20010801 == -0.4s
 on 20006308 == -0.4s
 on 20010368 == -0.4s
 on 20013877 == -0.4s
 on 20006322 == -0.4s
 on 20017556 == -0.4s
 on 20011853 == -0.4s
 on 20017545 == -0.4s
 on 20001388 == -0.4s
 on 20010397 == -0.4s
 on 20006334 == -0.4s
 on 20006879 == -0.3s
 on 20002368 == -0.3s
 on 20017871 == -0.3s
 on 20002337 == -0.3s
 on 20013840 == -0.3s
 on 20013861 == -0.3s
 on 20013838 == -0.3s
 on 20012391 == -0.3s
 on 20005870 == -0.3s
 on 20008300 == -0.3s
 on 20005874 == -0.3s
 on 20017873 == -0.3s
 on 20017877 == -0.3s
 on 20013851 == -0.3s
 on 20002356 == -0.3s
 on 20008309 == -0.3s
 on 20004870 == -0.3s
 on 20013834 == -0.3s
 on 20012342 == -0.3s
 on 20005893 == -0.3s
 on 20004873 == -0.3s
 on 20012302 == -0.3s
 on 20012305 == -0.3s
 on 20004890 == -0.3s
 on 20012308 == -0.3s
 on 20004862 == -0.3s
 on 20001385 == -0.3s
 on 20012312 == -0.3s
 on 20012317 == -0.3s
 on 20004842 == -0.3s
 on 20012324 == -0.3s
 on 20001399 == -0.3s
 on 20004836 == -0.3s
 on 20005313 == -0.3s
 on 20004835 == -0.3s
 on 20008347 == -0.3s
 on 20012339 == -0.3s
 on 20008326 == -0.3s
 on 20013823 == -0.3s
 on 20013830 == -0.3s
 on 20006882 == -0.3s
 on 20008324 == -0.3s
 on 20002372 == -0.3s
 on 20010354 == -0.3s
 on 20005853 == -0.3s
 on 20017775 == -0.3s
 on 20017788 == -0.3s
 on 20013354 == -0.3s
 on 20013359 == -0.3s
 on 20013367 == -0.3s
 on 20000335 == -0.3s
 on 20000344 == -0.3s
 on 20013371 == -0.3s
 on 20017799 == -0.3s
 on 20017800 == -0.3s
 on 20017806 == -0.3s
 on 20017810 == -0.3s
 on 20017826 == -0.3s
 on 20002813 == -0.3s
 on 20007800 == -0.3s
 on 20012852 == -0.3s
 on 20013349 == -0.3s
 on 20003833 == -0.3s
 on 20007816 == -0.3s
 on 20017593 == -0.3s
 on 20007346 == -0.3s
 on 20007355 == -0.3s
 on 20007358 == -0.3s
 on 20003304 == -0.3s
 on 20003318 == -0.3s
 on 20003318 == -0.3s
 on 20003362 == -0.3s
 on 20003330 == -0.3s
 on 20007316 == -0.3s
 on 20007301 == -0.3s
 on 20003393 == -0.3s
 on 20003800 == -0.3s
 on 20001317 == -0.3s
 on 20003805 == -0.3s
 on 20000300 == -0.3s
 on 20007808 == -0.3s
 on 20012833 == -0.3s
 on 20017842 == -0.3s
 on 20001353 == -0.3s
 on 20005818 == -0.3s
 on 20001372 == -0.3s
 on 20015882 == -0.3s
 on 20013389 == -0.3s
 on 20005822 == -0.3s
 on 20015877 == -0.3s
 on 20013390 == -0.3s
 on 20015856 == -0.3s
 on 20005825 == -0.3s
 on 20015848 == -0.3s
 on 20003871 == -0.3s
 on 20003874 == -0.3s
 on 20015802 == -0.3s
 on 20003895 == -0.3s
 on 20003895 == -0.3s
 on 20001362 == -0.3s
 on 20001344 == -0.3s
 on 20012833 == -0.3s
 on 20001328 == -0.3s
 on 20012825 == -0.3s
 on 20007865 == -0.3s
 on 20012811 == -0.3s
 on 20012804 == -0.3s
 on 20003835 == -0.3s
 on 20007892 == -0.3s
 on 20000353 == -0.3s
 on 20000360 == -0.3s
 on 20000367 == -0.3s
 on 20003847 == -0.3s
 on 20002842 == -0.3s
 on 20000378 == -0.3s
 on 20003848 == -0.3s
 on 20003854 == -0.3s
 on 20000396 == -0.3s
 on 20002336 == -0.3s
 on 20006842 == -0.3s
 on 20006864 == -0.3s
 on 20004335 == -0.3s
 on 20000846 == -0.3s
 on 20000845 == -0.3s
 on 20000834 == -0.3s
 on 20017887 == -0.3s
 on 20017890 == -0.3s
 on 20004329 == -0.3s
 on 20017931 == -0.3s
 on 20017624 == -0.3s
 on 20010869 == -0.3s
 on 20017962 == -0.3s
 on 20010837 == -0.3s
 on 20010835 == -0.3s
 on 20010826 == -0.3s
 on 20009803 == -0.3s
 on 20015310 == -0.3s
 on 20005396 == -0.3s
 on 20015341 == -0.3s
 on 20015342 == -0.3s
 on 20004309 == -0.3s
 on 20009394 == -0.3s
 on 20000883 == -0.3s
 on 20017654 == -0.3s
 on 20009384 == -0.3s
 on 20017632 == -0.3s
 on 20017631 == -0.3s
 on 20009372 == -0.3s
 on 20009351 == -0.3s
 on 20011304 == -0.3s
 on 20011334 == -0.3s
 on 20009306 == -0.3s
 on 20017886 == -0.3s
 on 20009807 == -0.3s
 on 20010823 == -0.3s
 on 20010821 == -0.3s
 on 20014801 == -0.3s
 on 20010362 == -0.3s
 on 20010366 == -0.3s
 on 20010328 == -0.3s
 on 20010382 == -0.3s
 on 20010390 == -0.3s
 on 20014871 == -0.3s
 on 20014863 == -0.3s
 on 20014847 == -0.3s
 on 20017984 == -0.3s
 on 20017984 == -0.3s
 on 20014827 == -0.3s
 on 20014825 == -0.3s
 on 20014805 == -0.3s
 on 20001866 == -0.3s
 on 20014800 == -0.3s
 on 20017736 == -0.3s
 on 20001879 == -0.3s
 on 20001889 == -0.3s
 on 20017689 == -0.3s
 on 20001831 == -0.3s
 on 20006398 == -0.3s
 on 20006358 == -0.3s
 on 20004375 == -0.3s
 on 20006347 == -0.3s
 on 20004368 == -0.3s
 on 20006330 == -0.3s
 on 20009884 == -0.3s
 on 20006329 == -0.3s
 on 20006302 == -0.3s
 on 20009856 == -0.3s
 on 20002887 == -0.3s
 on 20010353 == -0.3s
 on 20011830 == -0.3s
 on 20008819 == -0.3s
 on 20006804 == -0.3s
 on 20013899 == -0.3s
 on 20006812 == -0.3s
 on 20017552 == -0.3s
 on 20011894 == -0.3s
 on 20014399 == -0.3s
 on 20014393 == -0.3s
 on 20006836 == -0.3s
 on 20015393 == -0.3s
 on 20014350 == -0.3s
 on 20011871 == -0.3s
 on 20008845 == -0.3s
 on 20011867 == -0.3s
 on 20008862 == -0.3s
 on 20014307 == -0.3s
 on 20011853 == -0.3s
 on 20014301 == -0.3s
 on 20017502 == -0.3s
 on 20011845 == -0.3s
 on 20017507 == -0.3s
 on 20006817 == -0.3s
 on 20017508 == -0.3s
 on 20017534 == -0.3s
 on 20008891 == -0.3s
 on 20017538 == -0.3s
 on 20008874 == -0.3s
 on 20011838 == -0.3s
 on 20011381 == -0.3s
 on 20011399 == -0.3s
 on 20011380 == -0.3s
 on 20013887 == -0.3s
 on 20002885 == -0.3s
 on 20006860 == -0.3s
 on 20006851 == -0.3s
 on 20006849 == -0.3s
 on 20013880 == -0.3s
 on 20013883 == -0.3s
 on 20005350 == -0.3s
 on 20003399 == -0.3s
 on 20011836 == -0.3s
 on 20005355 == -0.3s
 on 20006838 == -0.3s
 on 20006840 == -0.3s
 on 20005749 == -0.2s
 on 20007251 == -0.2s
 on 20017289 == -0.2s
 on 20017717 == -0.2s
 on 20017162 == -0.2s
 on 20017297 == -0.2s
 on 20003335 == -0.2s
 on 20017319 == -0.2s
 on 20003229 == -0.2s
 on 20017580 == -0.2s
 on 20007247 == -0.2s
 on 20005752 == -0.2s
 on 20003225 == -0.2s
 on 20007317 == -0.2s
 on 20017700 == -0.2s
 on 20006367 == -0.2s
 on 20005751 == -0.2s
 on 20005741 == -0.2s
 on 20007341 == -0.2s
 on 20007273 == -0.2s
 on 20005743 == -0.2s
 on 20003318 == -0.2s
 on 20017358 == -0.2s
 on 20006847 == -0.2s
 on 20017357 == -0.2s
 on 20017393 == -0.2s
 on 20002887 == -0.2s
 on 20017284 == -0.2s
 on 20017464 == -0.2s
 on 20006866 == -0.2s
 on 20017103 == -0.2s
 on 20006228 == -0.2s
 on 20006735 == -0.2s
 on 20005865 == -0.2s
 on 20005283 == -0.2s
 on 20006712 == -0.2s
 on 20017438 == -0.2s
 on 20005363 == -0.2s
 on 20017630 == -0.2s
 on 20017467 == -0.2s
 on 20006319 == -0.2s
 on 20017172 == -0.2s
 on 20005824 == -0.2s
 on 20017468 == -0.2s
 on 20017473 == -0.2s
 on 20017071 == -0.2s
 on 20005270 == -0.2s
 on 20017029 == -0.2s
 on 20002871 == -0.2s
 on 20002877 == -0.2s
 on 20005276 == -0.2s
 on 20006735 == -0.2s
 on 20006736 == -0.2s
 on 20006765 == -0.2s
 on 20006805 == -0.2s
 on 20005203 == -0.2s
 on 20005891 == -0.2s
 on 20007215 == -0.2s
 on 20007209 == -0.2s
 on 20017277 == -0.2s
 on 20007207 == -0.2s
 on 20005879 == -0.2s
 on 20017045 == -0.2s
 on 20005319 == -0.2s
 on 20005768 == -0.2s
 on 20005778 == -0.2s
 on 20002838 == -0.2s
 on 20003201 == -0.2s
 on 20006280 == -0.2s
 on 20006279 == -0.2s
 on 20017688 == -0.2s
 on 20005780 == -0.2s
 on 20006270 == -0.2s
 on 20017211 == -0.2s
 on 20017208 == -0.2s
 on 20005396 == -0.2s
 on 20006232 == -0.2s
 on 20003249 == -0.2s
 on 20007343 == -0.2s
